State,Year,Month,Number of Disconnections,Total Connections,Disconnection Rate,code
Iowa,2016,November,842,1898738,0.000443452,IA
Iowa,2016,October,3679,1893716,0.001942741,IA
Iowa,2016,September,5017,1890639,0.0026536,IA
Iowa,2017,April,4880,1906065,0.002560248,IA
Iowa,2017,August,8734,1903804,0.004587657,IA
Iowa,2017,December,477,1917343,0.000248782,IA
Iowa,2017,February,1109,1905580,0.000581975,IA
Iowa,2017,January,948,1904480,0.000497774,IA
Iowa,2017,July,6825,1901715,0.003588866,IA
Iowa,2017,June,8761,1903442,0.004602714,IA
Iowa,2017,March,1396,1906771,0.000732128,IA
Iowa,2017,May,9202,1904647,0.004831341,IA
Iowa,2017,November,749,1913806,0.000391367,IA
Iowa,2017,October,6923,1906389,0.003631473,IA
Iowa,2017,September,7203,1904168,0.003782754,IA
Iowa,2018,April,6853,1917107,0.003574657,IA
Iowa,2018,August,7603,1887174,0.004028775,IA
Iowa,2018,December,669,1899584,0.000352182,IA
Iowa,2018,February,544,1921786,0.00028307,IA
Iowa,2018,January,619,1919760,0.000322436,IA
Iowa,2018,July,5218,1885902,0.002766846,IA
Iowa,2018,June,7728,1917641,0.004029951,IA
Iowa,2018,March,1545,1922667,0.000803571,IA
Iowa,2018,May,7577,1918877,0.003948664,IA
Iowa,2018,November,936,1897011,0.000493408,IA
Iowa,2018,October,8322,1891486,0.004399715,IA
Iowa,2018,September,7631,1887049,0.00404388,IA
Iowa,2019,April,5866,1899660,0.003087921,IA
Iowa,2019,August,8649,1895954,0.00456182,IA
Iowa,2019,December,499,1909431,0.000261334,IA
Iowa,2019,February,380,1902145,0.000199774,IA
Iowa,2019,January,1026,1901033,0.000539707,IA
Iowa,2019,July,7465,1892552,0.003944409,IA
Iowa,2019,June,8636,1896673,0.004553236,IA
Iowa,2019,March,2101,1902310,0.001104447,IA
Iowa,2019,May,8121,1898211,0.004278239,IA
Iowa,2019,November,931,1906283,0.000488385,IA
Iowa,2019,October,7535,1900083,0.003965616,IA
Iowa,2019,September,9810,1895232,0.005176147,IA
Iowa,2020,April,0,1913486,0,IA
Iowa,2020,August,3810,1916221,0.001988288,IA
Iowa,2020,December,4038,1926754,0.002095753,IA
Iowa,2020,February,1402,1913000,0.00073288,IA
Iowa,2020,January,2256,1911606,0.00118016,IA
Iowa,2020,July,4812,1914944,0.002512867,IA
Iowa,2020,June,0,1915961,0,IA
Iowa,2020,March,2476,1914500,0.001293288,IA
Iowa,2020,May,0,1914043,0,IA
Iowa,2020,November,4696,1923986,0.002440766,IA
Iowa,2020,October,7342,30355,0.241871191,IA
Iowa,2020,September,7030,1917635,0.003665974,IA
Iowa,2021,April,12252,1930326,0.006347114,IA
Iowa,2021,August,6380,1928888,0.003307605,IA
Iowa,2021,December,1818,1941930,0.000936182,IA
Iowa,2021,February,858,1929994,0.000444561,IA
Iowa,2021,January,894,1929046,0.000463442,IA
Iowa,2021,July,6206,1929318,0.003216681,IA
Iowa,2021,June,10002,1931205,0.00517915,IA
Iowa,2021,March,6118,1930906,0.003168461,IA
Iowa,2021,May,8528,1930756,0.004416923,IA
Iowa,2021,November,1804,1938839,0.000930454,IA
Iowa,2021,October,8752,1933489,0.004526532,IA
Iowa,2021,September,12064,1931815,0.006244904,IA
Iowa,2022,April,10136,1912809,0.005299013,IA
Iowa,2022,August,8754,1910540,0.004581951,IA
Iowa,2022,February,980,1944381,0.000504016,IA
Iowa,2022,January,742,1943031,0.000381878,IA
Iowa,2022,July,7842,1907716,0.004110675,IA
Iowa,2022,June,10970,1909836,0.005743949,IA
Iowa,2022,March,4112,1945496,0.0021136,IA
Iowa,2022,May,9626,1910957,0.005037267,IA
Iowa,2022,October,4354,,,IA
Iowa,2022,September,4632,,,IA
Kansas,2020,April,0,,,KS
Kansas,2020,August,0,,,KS
Kansas,2020,December,0,,,KS
Kansas,2020,February,0,,,KS
Kansas,2020,January,0,,,KS
Kansas,2020,July,0,,,KS
Kansas,2020,June,0,,,KS
Kansas,2020,March,21,,,KS
Kansas,2020,May,0,,,KS
Kansas,2020,November,0,,,KS
Kansas,2020,October,0,,,KS
Kansas,2020,September,0,,,KS
Kansas,2021,April,0,,,KS
Kansas,2021,August,250,,,KS
Kansas,2021,December,0,,,KS
Kansas,2021,February,0,,,KS
Kansas,2021,January,0,,,KS
Kansas,2021,July,218,,,KS
Kansas,2021,June,0,,,KS
Kansas,2021,March,0,,,KS
Kansas,2021,May,0,,,KS
Kansas,2021,November,3,,,KS
Kansas,2021,October,127,,,KS
Kansas,2021,September,113,,,KS
Kansas,2022,April,146,,,KS
Kansas,2022,August,315,,,KS
Kansas,2022,February,0,,,KS
Kansas,2022,January,0,,,KS
Kansas,2022,July,311,,,KS
Kansas,2022,June,404,,,KS
Kansas,2022,March,4,,,KS
Kansas,2022,May,426,,,KS
Kansas,2022,October,3,,,KS
Kansas,2022,September,183,,,KS
Kentucky,2020,April,0,,,KY
Kentucky,2020,August,0,,,KY
Kentucky,2020,December,1189,,,KY
Kentucky,2020,February,14317,,,KY
Kentucky,2020,January,14123,,,KY
Kentucky,2020,July,0,,,KY
Kentucky,2020,June,0,,,KY
Kentucky,2020,March,6650,,,KY
Kentucky,2020,May,0,,,KY
Kentucky,2020,November,5,,,KY
Kentucky,2020,October,0,,,KY
Kentucky,2020,September,0,,,KY
Kentucky,2021,April,1960,,,KY
Kentucky,2021,August,12665,,,KY
Kentucky,2021,December,7586,,,KY
Kentucky,2021,February,975,,,KY
Kentucky,2021,January,1821,,,KY
Kentucky,2021,July,8059,,,KY
Kentucky,2021,June,9175,,,KY
Kentucky,2021,March,2920,,,KY
Kentucky,2021,May,2337,,,KY
Kentucky,2021,November,7094,,,KY
Kentucky,2021,October,11161,,,KY
Kentucky,2021,September,13853,,,KY
Kentucky,2022,April,10452,,,KY
Kentucky,2022,August,0,,,KY
Kentucky,2022,February,9583,,,KY
Kentucky,2022,January,6244,,,KY
Kentucky,2022,July,0,,,KY
Kentucky,2022,June,10244,,,KY
Kentucky,2022,March,13790,,,KY
Kentucky,2022,May,11312,,,KY
Kentucky,2022,October,0,,,KY
Kentucky,2022,September,0,,,KY
Louisiana,2000,December,1,,,LA
Louisiana,2000,November,51,,,LA
Louisiana,2000,September,0,,,LA
Louisiana,2001,April,434,,,LA
Louisiana,2001,August,467,,,LA
Louisiana,2001,December,418,,,LA
Louisiana,2001,February,2,,,LA
Louisiana,2001,January,0,,,LA
Louisiana,2001,July,372,,,LA
Louisiana,2001,June,391,,,LA
Louisiana,2001,March,96,,,LA
Louisiana,2001,May,525,,,LA
Louisiana,2001,November,491,,,LA
Louisiana,2001,October,545,,,LA
Louisiana,2001,September,418,,,LA
Louisiana,2002,April,504,,,LA
Louisiana,2002,August,488,,,LA
Louisiana,2002,December,659,,,LA
Louisiana,2002,February,256,,,LA
Louisiana,2002,January,490,,,LA
Louisiana,2002,July,541,,,LA
Louisiana,2002,June,454,,,LA
Louisiana,2002,March,291,,,LA
Louisiana,2002,May,476,,,LA
Louisiana,2002,November,564,,,LA
Louisiana,2002,October,531,,,LA
Louisiana,2002,September,544,,,LA
Louisiana,2003,April,465,,,LA
Louisiana,2003,August,613,,,LA
Louisiana,2003,December,543,,,LA
Louisiana,2003,February,366,,,LA
Louisiana,2003,January,478,,,LA
Louisiana,2003,July,541,,,LA
Louisiana,2003,June,619,,,LA
Louisiana,2003,March,431,,,LA
Louisiana,2003,May,470,,,LA
Louisiana,2003,November,569,,,LA
Louisiana,2003,October,661,,,LA
Louisiana,2003,September,809,,,LA
Louisiana,2004,April,608,,,LA
Louisiana,2004,August,600,,,LA
Louisiana,2004,December,690,,,LA
Louisiana,2004,February,403,,,LA
Louisiana,2004,January,502,,,LA
Louisiana,2004,July,597,,,LA
Louisiana,2004,June,660,,,LA
Louisiana,2004,March,587,,,LA
Louisiana,2004,May,489,,,LA
Louisiana,2004,November,648,,,LA
Louisiana,2004,October,927,,,LA
Louisiana,2004,September,658,,,LA
Louisiana,2005,April,641,,,LA
Louisiana,2005,August,903,,,LA
Louisiana,2005,December,606,,,LA
Louisiana,2005,February,355,,,LA
Louisiana,2005,January,800,,,LA
Louisiana,2005,July,646,,,LA
Louisiana,2005,June,612,,,LA
Louisiana,2005,March,614,,,LA
Louisiana,2005,May,633,,,LA
Louisiana,2005,November,658,,,LA
Louisiana,2005,October,642,,,LA
Louisiana,2005,September,668,,,LA
Louisiana,2006,April,515,,,LA
Louisiana,2006,August,679,,,LA
Louisiana,2006,December,920,,,LA
Louisiana,2006,February,585,,,LA
Louisiana,2006,January,697,,,LA
Louisiana,2006,July,528,,,LA
Louisiana,2006,June,622,,,LA
Louisiana,2006,March,557,,,LA
Louisiana,2006,May,479,,,LA
Louisiana,2006,November,784,,,LA
Louisiana,2006,October,905,,,LA
Louisiana,2006,September,708,,,LA
Louisiana,2007,April,794,,,LA
Louisiana,2007,August,790,,,LA
Louisiana,2007,December,857,,,LA
Louisiana,2007,February,698,,,LA
Louisiana,2007,January,1068,,,LA
Louisiana,2007,July,683,,,LA
Louisiana,2007,June,578,,,LA
Louisiana,2007,March,627,,,LA
Louisiana,2007,May,549,,,LA
Louisiana,2007,November,806,,,LA
Louisiana,2007,October,999,,,LA
Louisiana,2007,September,810,,,LA
Louisiana,2008,April,852,,,LA
Louisiana,2008,August,856,,,LA
Louisiana,2008,December,817,,,LA
Louisiana,2008,February,761,,,LA
Louisiana,2008,January,706,,,LA
Louisiana,2008,July,648,,,LA
Louisiana,2008,June,907,,,LA
Louisiana,2008,March,802,,,LA
Louisiana,2008,May,745,,,LA
Louisiana,2008,November,768,,,LA
Louisiana,2008,October,1002,,,LA
Louisiana,2008,September,797,,,LA
Louisiana,2009,April,725,,,LA
Louisiana,2009,August,724,,,LA
Louisiana,2009,December,749,,,LA
Louisiana,2009,February,739,,,LA
Louisiana,2009,January,819,,,LA
Louisiana,2009,July,635,,,LA
Louisiana,2009,June,707,,,LA
Louisiana,2009,March,746,,,LA
Louisiana,2009,May,697,,,LA
Louisiana,2009,November,686,,,LA
Louisiana,2009,October,946,,,LA
Louisiana,2009,September,917,,,LA
Louisiana,2010,April,597,,,LA
Louisiana,2010,August,824,,,LA
Louisiana,2010,December,914,,,LA
Louisiana,2010,February,718,,,LA
Louisiana,2010,January,537,,,LA
Louisiana,2010,July,1158,,,LA
Louisiana,2010,June,1186,,,LA
Louisiana,2010,March,828,,,LA
Louisiana,2010,May,866,,,LA
Louisiana,2010,November,1556,,,LA
Louisiana,2010,October,1455,,,LA
Louisiana,2010,September,1432,,,LA
Louisiana,2011,April,1628,,,LA
Louisiana,2011,August,1211,,,LA
Louisiana,2011,December,1066,,,LA
Louisiana,2011,February,1036,,,LA
Louisiana,2011,January,979,,,LA
Louisiana,2011,July,1032,,,LA
Louisiana,2011,June,1495,,,LA
Louisiana,2011,March,1522,,,LA
Louisiana,2011,May,1481,,,LA
Louisiana,2011,November,1292,,,LA
Louisiana,2011,October,1509,,,LA
Louisiana,2011,September,1573,,,LA
Louisiana,2012,April,869,,,LA
Louisiana,2012,August,458,,,LA
Louisiana,2012,December,802,,,LA
Louisiana,2012,February,1181,,,LA
Louisiana,2012,January,1370,,,LA
Louisiana,2012,July,466,,,LA
Louisiana,2012,June,814,,,LA
Louisiana,2012,March,999,,,LA
Louisiana,2012,May,1062,,,LA
Louisiana,2012,November,1240,,,LA
Louisiana,2012,October,1176,,,LA
Louisiana,2012,September,650,,,LA
Louisiana,2013,April,989,,,LA
Louisiana,2013,August,1691,,,LA
Louisiana,2013,December,2137,,,LA
Louisiana,2013,February,842,,,LA
Louisiana,2013,January,824,,,LA
Louisiana,2013,July,1020,,,LA
Louisiana,2013,June,1196,,,LA
Louisiana,2013,March,907,,,LA
Louisiana,2013,May,1402,,,LA
Louisiana,2013,November,1495,,,LA
Louisiana,2013,October,2185,,,LA
Louisiana,2013,September,1998,,,LA
Louisiana,2014,April,1601,,,LA
Louisiana,2014,August,1674,,,LA
Louisiana,2014,December,1748,,,LA
Louisiana,2014,February,1524,,,LA
Louisiana,2014,January,2310,,,LA
Louisiana,2014,July,1440,,,LA
Louisiana,2014,June,1411,,,LA
Louisiana,2014,March,1434,,,LA
Louisiana,2014,May,1870,,,LA
Louisiana,2014,November,1202,,,LA
Louisiana,2014,October,1983,,,LA
Louisiana,2014,September,1530,,,LA
Louisiana,2015,April,1952,,,LA
Louisiana,2015,August,1710,,,LA
Louisiana,2015,December,2185,,,LA
Louisiana,2015,February,1330,,,LA
Louisiana,2015,January,2274,,,LA
Louisiana,2015,July,1522,,,LA
Louisiana,2015,June,1396,,,LA
Louisiana,2015,March,1075,,,LA
Louisiana,2015,May,1593,,,LA
Louisiana,2015,November,1911,,,LA
Louisiana,2015,October,2334,,,LA
Louisiana,2015,September,1731,,,LA
Louisiana,2016,April,1807,,,LA
Louisiana,2016,August,1601,,,LA
Louisiana,2016,December,1971,,,LA
Louisiana,2016,February,1736,,,LA
Louisiana,2016,January,1936,,,LA
Louisiana,2016,July,1382,,,LA
Louisiana,2016,June,1808,,,LA
Louisiana,2016,March,1860,,,LA
Louisiana,2016,May,1472,,,LA
Louisiana,2016,November,1937,,,LA
Louisiana,2016,October,1736,,,LA
Louisiana,2016,September,2316,,,LA
Louisiana,2017,April,1759,,,LA
Louisiana,2017,August,1714,,,LA
Louisiana,2017,December,1677,,,LA
Louisiana,2017,February,1578,,,LA
Louisiana,2017,January,1608,,,LA
Louisiana,2017,July,1707,,,LA
Louisiana,2017,June,2128,,,LA
Louisiana,2017,March,1986,,,LA
Louisiana,2017,May,1503,,,LA
Louisiana,2017,November,2047,,,LA
Louisiana,2017,October,1718,,,LA
Louisiana,2017,September,1869,,,LA
Louisiana,2018,April,1991,,,LA
Louisiana,2018,August,2142,,,LA
Louisiana,2018,December,1779,,,LA
Louisiana,2018,February,1679,,,LA
Louisiana,2018,January,1605,,,LA
Louisiana,2018,July,1351,,,LA
Louisiana,2018,June,1664,,,LA
Louisiana,2018,March,1716,,,LA
Louisiana,2018,May,1836,,,LA
Louisiana,2018,November,2545,,,LA
Louisiana,2018,October,1755,,,LA
Louisiana,2018,September,1667,,,LA
Louisiana,2019,April,1929,,,LA
Louisiana,2019,August,1838,,,LA
Louisiana,2019,December,2120,,,LA
Louisiana,2019,February,1605,,,LA
Louisiana,2019,January,2489,,,LA
Louisiana,2019,July,1421,,,LA
Louisiana,2019,June,1491,,,LA
Louisiana,2019,March,1392,,,LA
Louisiana,2019,May,2167,,,LA
Louisiana,2019,November,1767,,,LA
Louisiana,2019,October,2069,,,LA
Louisiana,2019,September,1802,,,LA
Louisiana,2020,August,1044,,,LA
Louisiana,2020,December,2231,,,LA
Louisiana,2020,February,1679,,,LA
Louisiana,2020,January,2668,,,LA
Louisiana,2020,July,0,,,LA
Louisiana,2020,March,827,,,LA
Louisiana,2020,November,1830,,,LA
Louisiana,2020,October,2241,,,LA
Louisiana,2020,September,1829,,,LA
Louisiana,2021,April,2126,,,LA
Louisiana,2021,August,1192,,,LA
Louisiana,2021,December,1898,,,LA
Louisiana,2021,February,1386,,,LA
Louisiana,2021,January,1717,,,LA
Louisiana,2021,July,1661,,,LA
Louisiana,2021,June,1635,,,LA
Louisiana,2021,March,1668,,,LA
Louisiana,2021,May,1533,,,LA
Louisiana,2021,November,1819,,,LA
Louisiana,2021,October,2142,,,LA
Louisiana,2021,September,1914,,,LA
Louisiana,2022,February,1632,,,LA
Louisiana,2022,January,1545,,,LA
Louisiana,2022,March,1429,,,LA
Maine,1999,April,361,,,ME
Maine,1999,August,2555,,,ME
Maine,1999,December,94,,,ME
Maine,1999,February,231,,,ME
Maine,1999,January,169,510435,0.00033109,ME
Maine,1999,July,2501,,,ME
Maine,1999,June,3140,,,ME
Maine,1999,March,191,,,ME
Maine,1999,May,2367,,,ME
Maine,1999,November,742,,,ME
Maine,1999,October,1964,,,ME
Maine,1999,September,2357,,,ME
Maine,2000,April,602,,,ME
Maine,2000,August,2317,,,ME
Maine,2000,December,32,,,ME
Maine,2000,February,252,,,ME
Maine,2000,January,213,517500,0.000411594,ME
Maine,2000,July,2192,,,ME
Maine,2000,June,2430,,,ME
Maine,2000,March,241,,,ME
Maine,2000,May,3494,,,ME
Maine,2000,November,716,,,ME
Maine,2000,October,2209,,,ME
Maine,2000,September,1826,,,ME
Maine,2001,April,542,,,ME
Maine,2001,August,1946,,,ME
Maine,2001,December,23,,,ME
Maine,2001,February,122,,,ME
Maine,2001,January,85,523546,0.000162354,ME
Maine,2001,July,1968,,,ME
Maine,2001,June,2192,,,ME
Maine,2001,March,58,,,ME
Maine,2001,May,2963,,,ME
Maine,2001,November,770,,,ME
Maine,2001,October,1940,,,ME
Maine,2001,September,1452,,,ME
Maine,2002,April,799,,,ME
Maine,2002,August,1912,,,ME
Maine,2002,December,173,,,ME
Maine,2002,February,81,,,ME
Maine,2002,January,86,530438,0.00016213,ME
Maine,2002,July,2342,,,ME
Maine,2002,June,2408,,,ME
Maine,2002,March,170,,,ME
Maine,2002,May,3380,,,ME
Maine,2002,November,1122,,,ME
Maine,2002,October,2159,,,ME
Maine,2002,September,2067,,,ME
Maine,2003,April,597,,,ME
Maine,2003,August,1954,,,ME
Maine,2003,December,64,,,ME
Maine,2003,February,65,,,ME
Maine,2003,January,106,537427,0.000197236,ME
Maine,2003,July,2676,,,ME
Maine,2003,June,2668,,,ME
Maine,2003,March,99,,,ME
Maine,2003,May,2759,,,ME
Maine,2003,November,909,,,ME
Maine,2003,October,2404,,,ME
Maine,2003,September,2744,,,ME
Maine,2004,April,697,,,ME
Maine,2004,August,2568,,,ME
Maine,2004,December,36,,,ME
Maine,2004,February,78,,,ME
Maine,2004,January,70,545513,0.00012832,ME
Maine,2004,July,2569,,,ME
Maine,2004,June,3474,,,ME
Maine,2004,March,3,,,ME
Maine,2004,May,3424,,,ME
Maine,2004,November,1099,,,ME
Maine,2004,October,2229,,,ME
Maine,2004,September,2775,,,ME
Maine,2005,April,565,,,ME
Maine,2005,August,2698,,,ME
Maine,2005,December,30,,,ME
Maine,2005,February,81,,,ME
Maine,2005,January,47,553552,8.49E-05,ME
Maine,2005,July,2449,,,ME
Maine,2005,June,3128,,,ME
Maine,2005,March,113,,,ME
Maine,2005,May,3717,,,ME
Maine,2005,November,1000,,,ME
Maine,2005,October,2196,,,ME
Maine,2005,September,2661,,,ME
Maine,2006,April,683,,,ME
Maine,2006,August,2541,,,ME
Maine,2006,December,21,,,ME
Maine,2006,February,59,,,ME
Maine,2006,January,59,556923,0.000105939,ME
Maine,2006,July,2597,,,ME
Maine,2006,June,2752,,,ME
Maine,2006,March,125,,,ME
Maine,2006,May,3870,,,ME
Maine,2006,November,1219,,,ME
Maine,2006,October,2792,,,ME
Maine,2006,September,2505,,,ME
Maine,2007,April,518,,,ME
Maine,2007,August,3135,,,ME
Maine,2007,December,4,,,ME
Maine,2007,February,28,,,ME
Maine,2007,January,26,566381,4.59E-05,ME
Maine,2007,July,2443,,,ME
Maine,2007,June,3304,,,ME
Maine,2007,March,365,,,ME
Maine,2007,May,4730,,,ME
Maine,2007,November,2280,,,ME
Maine,2007,October,534,,,ME
Maine,2007,September,2678,,,ME
Maine,2008,April,896,,,ME
Maine,2008,August,3025,,,ME
Maine,2008,December,4,,,ME
Maine,2008,February,7,,,ME
Maine,2008,January,12,569221,2.11E-05,ME
Maine,2008,July,4039,,,ME
Maine,2008,June,4025,,,ME
Maine,2008,March,13,,,ME
Maine,2008,May,4811,,,ME
Maine,2008,November,1615,,,ME
Maine,2008,October,3469,,,ME
Maine,2008,September,3540,,,ME
Maine,2009,April,1562,,,ME
Maine,2009,August,3423,,,ME
Maine,2009,December,40,,,ME
Maine,2009,February,17,,,ME
Maine,2009,January,13,570157,2.28E-05,ME
Maine,2009,July,3647,,,ME
Maine,2009,June,4844,,,ME
Maine,2009,March,16,,,ME
Maine,2009,May,6311,,,ME
Maine,2009,November,1356,,,ME
Maine,2009,October,3756,,,ME
Maine,2009,September,3568,,,ME
Maine,2010,April,1159,,,ME
Maine,2010,August,4039,,,ME
Maine,2010,December,40,,,ME
Maine,2010,February,44,,,ME
Maine,2010,January,54,572888,9.43E-05,ME
Maine,2010,July,3423,,,ME
Maine,2010,June,4261,,,ME
Maine,2010,March,53,,,ME
Maine,2010,May,5257,,,ME
Maine,2010,November,1146,,,ME
Maine,2010,October,3475,,,ME
Maine,2010,September,4232,,,ME
Maine,2011,April,1315,,,ME
Maine,2011,August,3546,,,ME
Maine,2011,December,46,,,ME
Maine,2011,February,25,,,ME
Maine,2011,January,28,574367,4.87E-05,ME
Maine,2011,July,3630,,,ME
Maine,2011,June,4831,,,ME
Maine,2011,March,45,,,ME
Maine,2011,May,5981,,,ME
Maine,2011,November,2051,,,ME
Maine,2011,October,5006,,,ME
Maine,2011,September,4222,,,ME
Maine,2012,April,1729,,,ME
Maine,2012,August,3752,,,ME
Maine,2012,December,12,,,ME
Maine,2012,February,126,,,ME
Maine,2012,January,104,545317,0.000190715,ME
Maine,2012,July,3173,,,ME
Maine,2012,June,3264,,,ME
Maine,2012,March,140,,,ME
Maine,2012,May,5421,,,ME
Maine,2012,November,3952,,,ME
Maine,2012,October,6040,,,ME
Maine,2012,September,4490,,,ME
Maine,2013,April,4289,,,ME
Maine,2013,August,6086,,,ME
Maine,2013,December,62,,,ME
Maine,2013,February,138,,,ME
Maine,2013,January,79,547060,0.000144408,ME
Maine,2013,July,5952,,,ME
Maine,2013,June,5631,,,ME
Maine,2013,March,287,,,ME
Maine,2013,May,7905,,,ME
Maine,2013,November,2595,,,ME
Maine,2013,October,7201,,,ME
Maine,2013,September,5699,,,ME
Maine,2014,April,2429,,,ME
Maine,2014,August,5647,,,ME
Maine,2014,December,131,,,ME
Maine,2014,February,102,,,ME
Maine,2014,January,136,650323,0.000209127,ME
Maine,2014,July,6075,,,ME
Maine,2014,June,7157,,,ME
Maine,2014,March,135,,,ME
Maine,2014,May,8824,,,ME
Maine,2014,November,2483,,,ME
Maine,2014,October,6325,,,ME
Maine,2014,September,7166,,,ME
Maine,2015,April,388,,,ME
Maine,2015,August,536,,,ME
Maine,2015,December,2,,,ME
Maine,2015,February,3,,,ME
Maine,2015,January,6,653073,9.19E-06,ME
Maine,2015,July,122,,,ME
Maine,2015,June,43,,,ME
Maine,2015,March,7,,,ME
Maine,2015,May,434,,,ME
Maine,2015,November,121,,,ME
Maine,2015,October,277,,,ME
Maine,2015,September,418,,,ME
Maine,2016,April,1934,,,ME
Maine,2016,August,7438,,,ME
Maine,2016,December,31,,,ME
Maine,2016,February,227,,,ME
Maine,2016,January,151,686287,0.000220025,ME
Maine,2016,July,5805,,,ME
Maine,2016,June,9098,,,ME
Maine,2016,March,313,,,ME
Maine,2016,May,9314,,,ME
Maine,2016,November,4330,,,ME
Maine,2016,October,6342,,,ME
Maine,2016,September,6755,,,ME
Maine,2017,April,1986,,,ME
Maine,2017,August,6903,,,ME
Maine,2017,December,8,,,ME
Maine,2017,February,120,,,ME
Maine,2017,January,52,689264,7.54E-05,ME
Maine,2017,July,6734,,,ME
Maine,2017,June,8202,,,ME
Maine,2017,March,189,,,ME
Maine,2017,May,10862,,,ME
Maine,2017,November,56,,,ME
Maine,2017,October,4555,,,ME
Maine,2017,September,4969,,,ME
Maine,2018,April,263,,,ME
Maine,2018,August,658,,,ME
Maine,2018,December,8,,,ME
Maine,2018,February,18,,,ME
Maine,2018,January,15,688850,2.18E-05,ME
Maine,2018,July,509,,,ME
Maine,2018,June,594,,,ME
Maine,2018,March,13,,,ME
Maine,2018,May,745,,,ME
Maine,2018,November,213,,,ME
Maine,2018,October,589,,,ME
Maine,2018,September,399,,,ME
Maine,2019,April,282,,,ME
Maine,2019,August,3888,,,ME
Maine,2019,December,12,,,ME
Maine,2019,February,10,,,ME
Maine,2019,January,14,693187,2.02E-05,ME
Maine,2019,July,1903,,,ME
Maine,2019,June,1869,,,ME
Maine,2019,March,13,,,ME
Maine,2019,May,892,,,ME
Maine,2019,November,1904,,,ME
Maine,2019,October,7413,,,ME
Maine,2019,September,8959,,,ME
Maine,2020,April,0,,,ME
Maine,2020,August,0,,,ME
Maine,2020,December,6,,,ME
Maine,2020,February,27,,,ME
Maine,2020,January,24,704886,3.40E-05,ME
Maine,2020,July,0,,,ME
Maine,2020,June,0,,,ME
Maine,2020,March,10,,,ME
Maine,2020,May,0,,,ME
Maine,2020,November,0,,,ME
Maine,2020,October,0,,,ME
Maine,2020,September,0,,,ME
Maine,2021,April,1052,,,ME
Maine,2021,August,5441,,,ME
Maine,2021,December,0,,,ME
Maine,2021,February,9,,,ME
Maine,2021,January,16,710691,2.25E-05,ME
Maine,2021,July,6455,,,ME
Maine,2021,June,8535,,,ME
Maine,2021,March,12,,,ME
Maine,2021,May,9335,,,ME
Maine,2021,November,481,,,ME
Maine,2021,October,6462,,,ME
Maine,2021,September,7619,,,ME
Maine,2022,April,0,,,ME
Maine,2022,August,0,,,ME
Maine,2022,February,0,,,ME
Maine,2022,January,0,,,ME
Maine,2022,July,0,,,ME
Maine,2022,June,0,,,ME
Maine,2022,March,0,,,ME
Maine,2022,May,0,,,ME
Maine,2022,October,0,,,ME
Maine,2022,September,0,,,ME
Maryland,2020,April,0,,,MD
Maryland,2020,August,0,,,MD
Maryland,2020,December,376,1971462,0.000190721,MD
Maryland,2020,February,5839,,,MD
Maryland,2020,January,6596,,,MD
Maryland,2020,July,0,,,MD
Maryland,2020,June,0,,,MD
Maryland,2020,March,4088,,,MD
Maryland,2020,May,0,,,MD
Maryland,2020,November,10,1971109,5.07E-06,MD
Maryland,2020,October,0,1970978,0,MD
Maryland,2020,September,0,1961106,0,MD
Maryland,2021,April,11329,1979602,0.005722868,MD
Maryland,2021,August,12106,1991027,0.006080279,MD
Maryland,2021,December,8354,1989283,0.004199503,MD
Maryland,2021,February,1490,1975139,0.000754377,MD
Maryland,2021,January,1038,1973515,0.000525965,MD
Maryland,2021,July,10889,1989627,0.005472885,MD
Maryland,2021,June,13297,1986944,0.006692187,MD
Maryland,2021,March,3474,1976592,0.001757571,MD
Maryland,2021,May,11756,,,MD
Maryland,2021,November,10406,1988606,0.005232811,MD
Maryland,2021,October,13750,1989763,0.006910371,MD
Maryland,2021,September,11589,1990658,0.005821693,MD
Maryland,2022,April,11875,1952169,0.006082977,MD
Maryland,2022,August,25370,2012726,0.012604796,MD
Maryland,2022,February,4536,1990060,0.002279328,MD
Maryland,2022,January,2031,1986998,0.001022145,MD
Maryland,2022,July,21255,2007594,0.0105873,MD
Maryland,2022,June,21257,2005255,0.010600647,MD
Maryland,2022,March,6190,1991931,0.003107537,MD
Maryland,2022,May,15627,1999688,0.007814719,MD
Maryland,2022,October,10136,,,MD
Maryland,2022,September,11999,,,MD
Massachusetts,2019,April,12265,4716948.03,0.002600198,MA
Massachusetts,2019,August,12649,4716068.76,0.002682107,MA
Massachusetts,2019,December,1042,4760954.25,0.000218864,MA
Massachusetts,2019,July,10881,4716775.83,0.002306872,MA
Massachusetts,2019,June,11604,4719271.95,0.002458854,MA
Massachusetts,2019,March,4790,4730436.7,0.001012592,MA
Massachusetts,2019,May,14495,4717986.19,0.003072285,MA
Massachusetts,2019,November,3275,4756470.94,0.000688536,MA
Massachusetts,2019,October,10787,4730414.77,0.00228035,MA
Massachusetts,2019,September,14889,4719454.38,0.003154814,MA
Massachusetts,2020,April,0,4777455.96,0,MA
Massachusetts,2020,August,0,4760224.73,0,MA
Massachusetts,2020,December,170,4481054.14,3.79E-05,MA
Massachusetts,2020,February,4488,4775700.52,0.000939757,MA
Massachusetts,2020,January,4022,4767468.29,0.000843634,MA
Massachusetts,2020,July,0,4772633.83,0,MA
Massachusetts,2020,June,0,4777148.59,0,MA
