State,Utility Name,Year,Month,Total Disconnections,Total Connections,Disconnection Rate
"Washington, D.C.",Washington Gas Light Company,2020,January,49,100000,0.00049
Washington,Pacific Power & Light Company,2020,January,77,100000,0.00077
Washington,Cascade Natural Gas Corp,2020,January,121,100000,0.00121
Washington,Northwest Natural Gas Company,2020,January,57,100000,0.00057
Maine,Kennebunk Light & Power District,2020,January,0,100000,0
Maine,Fox Islands Electric Cooperative,2020,January,0,100000,0
Maine,"Town of Madison, Dept of Electric Works",2020,January,0,100000,0
Maine,"Eastern Maine Electric Cooperative, Inc",2020,January,0,100000,0
Maine,Van Buren Light & Power,2020,January,1,100000,0.00001
Maine,Houlton Water Company,2020,January,0,100000,0
Kentucky,Kentucky Power Company,2020,January,884,100000,0.00884
Kentucky,Duke Energy Kentucky Inc,2020,January,465,100000,0.00465
Kentucky,Duke Energy Kentucky Inc,2020,January,46,100000,0.00046
Kentucky,Louisville Gas and Electric,2020,January,6284,100000,0.06284
Kentucky,Louisville Gas and Electric,2020,January,198,100000,0.00198
Kentucky,"Columbia Gas of Kentucky, Inc",2020,January,429,100000,0.00429
Kentucky,Kentucky Utilities Company,2020,January,5817,100000,0.05817
California,Southern California Gas Company,2020,February,6935,100000,0.06935
California,Southern California Edison Company,2020,February,5250,100000,0.0525
California,Pacific Gas and Electric Company,2020,February,4439,100000,0.04439
California,San Diego Gas & Electric,2020,February,739,100000,0.00739
Colorado,"Black Hills Colorado Electric, LLC",2020,February,379,100000,0.00379
Colorado,"Black Hills Colorado Gas, Inc",2020,February,0,100000,0
Colorado,Public Service Company of Colorado,2020,February,55,100000,0.00055
Colorado,Public Service Company of Colorado,2020,February,157,100000,0.00157
Colorado,Atmos Energy,2020,February,206,100000,0.00206
Connecticut,Connecticut Natural Gas Corporation,2020,February,1381,100000,0.01381
Connecticut,The Southern Connecticut Gas Company,2020,February,1991,100000,0.01991
Connecticut,The United Illuminating Company,2020,February,5502,100000,0.05502
Florida,Florida City Gas,2020,February,297,100000,0.00297
Florida,Florida Power & Light Company,2020,February,67357,100000,0.67357
Florida,Duke Energy,2020,February,9424,100000,0.09424
Florida,Gulf Power,2020,February,0,100000,0
Florida,Florida Public Utilities,2020,February,95,100000,0.00095
Florida,Tampa Electric Company,2020,February,9042,100000,0.09042
Florida,Peoples Gas System's,2020,February,1558,100000,0.01558
Illinois,Ameren Illinois,2020,February,0,100000,0
Illinois,MidAmerican Energy Company,2020,February,0,100000,0
Illinois,Commonwealth Edison,2020,February,0,100000,0
Indiana,Vectren North,2020,February,2937,100000,0.02937
Indiana,Vectren South,2020,February,886,100000,0.00886
Indiana,"Duke Energy Indiana, LLC",2020,February,1803,100000,0.01803
Indiana,Indiana Michigan Power Company,2020,February,1615,100000,0.01615
Indiana,Indianapolis Power & Light Company,2020,February,5162,100000,0.05162
Indiana,Northern Indiana Public Service Company,2020,February,1313,100000,0.01313
Iowa,MidAmerican Energy Company,2020,February,488,100000,0.00488
Iowa,MidAmerican Energy Company,2020,February,65,100000,0.00065
Iowa,Interstate Power and Light,2020,February,5,100000,0.00005
Iowa,Interstate Power and Light,2020,February,52,100000,0.00052
Iowa,Black Hills Energy,2020,February,80,100000,0.0008
Iowa,Liberty Utilities,2020,February,11,100000,0.00011
Kansas,Atmos Energy Corporation,2020,February,0,100000,0
Maryland,A&N Electric Cooperatve,2020,February,0,100000,0
Maryland,Baltimore Gas and Electric Company,2020,February,2933,100000,0.02933
Maryland,Delmarva Power,2020,February,378,100000,0.00378
Maryland,Pepco Holdings Inc,2020,February,2295,100000,0.02295
Maryland,Potomac Edison,2020,February,21,100000,0.00021
Maryland,UGI Central Penn Gas,2020,February,0,100000,0
Maryland,Washington Gas Light Company,2020,February,212,100000,0.00212
Maryland,Columbia Gas Of Maryland,2020,February,0,100000,0
Maryland,Choptank Electric Coop,2020,February,204,100000,0.00204
Massachusetts,Nstar Electric Company - Eastern MA,2020,February,1062,100000,0.01062
Massachusetts,Nstar Electric Company - Western MA,2020,February,668,100000,0.00668
Massachusetts,Nstar Gas Company,2020,February,0,100000,0
Massachusetts,Eversource Gas of Massachusetts,2020,February,6,100000,0.00006
Massachusetts,New England Natural Gas Company,2020,February,4,100000,0.00004
Massachusetts,Fitchburg Gas & Electric Light Company,2020,February,0,100000,0
Massachusetts,Fitchburg Gas & Electric Light Company,2020,February,0,100000,0
Massachusetts,Massachusetts Electric Company,2020,February,0,100000,0
Massachusetts,Boston Gas Company,2020,February,186,100000,0.00186
Massachusetts,Nantucket Electric Company,2020,February,0,100000,0
Massachusetts,Colonial Gas Co,2020,February,17,100000,0.00017
Massachusetts,Berkshire Gas Company,2020,February,0,100000,0
Minnesota,Northern States Power Company,2020,February,1110,100000,0.0111
Minnesota,Minnesota Energy Resources,2020,February,82,100000,0.00082
Minnesota,Otter Tail Power Company,2020,February,15,100000,0.00015
Minnesota,Minnesota Power,2020,February,54,100000,0.00054
Minnesota,Dakota Electric Association,2020,February,12,100000,0.00012
Minnesota,CenterPoint Energy,2020,February,428,100000,0.00428
Missouri,Ameren Missouri,2020,February,1311,100000,0.01311
Missouri,Ameren Missouri,2020,February,1,100000,0.00001
Missouri,Empire,2020,February,20,100000,0.0002
Missouri,Empire,2020,February,6,100000,0.00006
Missouri,Evergy Metro,2020,February,886,100000,0.00886
Missouri,Evergy West,2020,February,568,100000,0.00568
Missouri,Spire,2020,February,1048,100000,0.01048
Missouri,Summit,2020,February,53,100000,0.00053
Missouri,Liberty,2020,February,223,100000,0.00223
New Hampshire,Granite State Electric,2020,February,1,100000,0.00001
New Hampshire,Eversource New Hampshire,2020,February,120,100000,0.0012
New Hampshire,Unitil Energy Systems,2020,February,1,100000,0.00001
New Hampshire,EnergyNorth Natural Gas,2020,February,6,100000,0.00006
New York,National Fuel Gas Distribution Corporation,2020,February,0,100000,0
New York,Orange and Rockland Utilities,2020,February,465,100000,0.00465
New York,Niagara Mohawk Power Corp,2020,February,76,100000,0.00076
New York,KeySpan Energy Delivery Long Island (KEDLI),2020,February,215,100000,0.00215
New York,KeySpan Energy Delivery New York (KEDNY),2020,February,874,100000,0.00874
New York,Consolidated Edison Company of New York,2020,February,8272,100000,0.08272
New York,Rochester Gas and Electric Corporation,2020,February,928,100000,0.00928
New York,New York State Electric & Gas Corporation,2020,February,1319,100000,0.01319
New York,Central Hudson Gas & Electric Corporation,2020,February,287,100000,0.00287
North Carolina,"Duke Energy Progress, LLC",2020,February,8893,100000,0.08893
North Carolina,"Duke Energy Carolinas, LLC",2020,February,10752,100000,0.10752
North Carolina,Dominion Energy North Carolina,2020,February,452,100000,0.00452
North Carolina,"Piedmont Natural Gas Company, Inc",2020,February,2220,100000,0.0222
North Carolina,Toccoa Natural Gas,2020,February,0,100000,0
North Carolina,Frontier Natural Gas,2020,February,2,100000,0.00002
North Carolina,New River Light & Power Company,2020,February,13,100000,0.00013
North Dakota,Montana-Dakota Utilities Company,2020,February,57,100000,0.00057
North Dakota,Northern States Power Company,2020,February,130,100000,0.0013
North Dakota,Otter Tail Power Company,2020,February,50,100000,0.0005
North Dakota,Great Plains Natural Gas Co.,2020,February,0,100000,0
Oregon,Pacific Power,2020,February,479,100000,0.00479
Oregon,Portland General Electric Company,2020,February,723,100000,0.00723
Oregon,Idaho Power Company,2020,February,11,100000,0.00011
Oregon,Casade Natural Gas Corporation,2020,February,27,100000,0.00027
Oregon,Avista Corporation,2020,February,109,100000,0.00109
Oregon,Northwest Natural Gas Company,2020,February,855,100000,0.00855
Pennsylvania,PPL Electric Utilities Corporation,2020,February,0,100000,0
Pennsylvania,PECO Energy Co,2020,February,39,100000,0.00039
Pennsylvania,Peoples Natural Gas Company,2020,February,0,100000,0
Pennsylvania,Peoples Gas Company LLC,2020,February,0,100000,0
Rhode Island,The Narragansett Electric Company,2020,February,8,100000,0.00008
Rhode Island,The Narragansett Electric Company,2020,February,20,100000,0.0002
South Carolina,Lockhart Power Co,2020,February,42,100000,0.00042
South Carolina,"Duke Energy Progress, LLC",2020,February,1899,100000,0.01899
South Carolina,"Piedmont Natural Gas Company, Inc",2020,February,436,100000,0.00436
South Carolina,Dominion Energy,2020,February,2045,100000,0.02045
Utah,Rocky Mountain Power,2020,February,197,100000,0.00197
Vermont,Green Mountain Power,2020,February,151,100000,0.00151
Vermont,Vermont Electric Cooperative,2020,February,43,100000,0.00043
Vermont,Swanton Village,2020,February,2,100000,0.00002
Vermont,Village of Morrisville Water & Light Department,2020,February,12,100000,0.00012
Vermont,Burlington Electric,2020,February,21,100000,0.00021
Vermont,Village of Johnson Water & Light,2020,February,1,100000,0.00001
Vermont,Washington Electric Cooperative,2020,February,2,100000,0.00002
Vermont,Village of Enosburg Falls Water & Lighter Dept Inc,2020,February,5,100000,0.00005
Vermont,Northfield Electric Department,2020,February,0,100000,0
"Washington, D.C.",Potomac Electric Power Company,2020,February,1938,100000,0.01938
"Washington, D.C.",Washington Gas Light Company,2020,February,206,100000,0.00206
Washington,Pacific Power & Light Company,2020,February,91,100000,0.00091
Washington,Cascade Natural Gas Corp,2020,February,0,100000,0
Washington,Northwest Natural Gas Company,2020,February,0,100000,0
Maine,Kennebunk Light & Power District,2020,February,0,100000,0
Maine,Fox Islands Electric Cooperative,2020,February,0,100000,0
Maine,"Town of Madison, Dept of Electric Works",2020,February,0,100000,0
Maine,"Eastern Maine Electric Cooperative, Inc",2020,February,0,100000,0
Maine,Van Buren Light & Power,2020,February,0,100000,0
Maine,Houlton Water Company,2020,February,0,100000,0
Kentucky,Kentucky Power Company,2020,February,606,100000,0.00606
Kentucky,Duke Energy Kentucky Inc,2020,February,680,100000,0.0068
Kentucky,Duke Energy Kentucky Inc,2020,February,77,100000,0.00077
Kentucky,Louisville Gas and Electric,2020,February,6071,100000,0.06071
Kentucky,Louisville Gas and Electric,2020,February,278,100000,0.00278
Kentucky,"Columbia Gas of Kentucky, Inc",2020,February,480,100000,0.0048
Kentucky,Kentucky Utilities Company,2020,February,6125,100000,0.06125
Arizona,Tuscon Electric Power,2020,March,0,100000,0
Arizona,UNS Electric,2020,March,0,100000,0
Arizona,Arizona Public Service Company,2020,March,0,100000,0
California,Southern California Gas Company,2020,March,3445,100000,0.03445
California,Southern California Edison Company,2020,March,2529,100000,0.02529
California,Pacific Gas and Electric Company,2020,March,1321,100000,0.01321
California,San Diego Gas & Electric,2020,March,344,100000,0.00344
Colorado,"Black Hills Colorado Electric, LLC",2020,March,237,100000,0.00237
Colorado,"Black Hills Colorado Gas, Inc",2020,March,13,100000,0.00013
Colorado,Public Service Company of Colorado,2020,March,436,100000,0.00436
Colorado,Public Service Company of Colorado,2020,March,74,100000,0.00074
Colorado,Atmos Energy,2020,March,169,100000,0.00169
Connecticut,Connecticut Natural Gas Corporation,2020,March,742,100000,0.00742
Connecticut,The Southern Connecticut Gas Company,2020,March,1195,100000,0.01195
Connecticut,The United Illuminating Company,2020,March,3486,100000,0.03486
Connecticut,Yankee Gas Services,2020,March,234,100000,0.00234
Connecticut,Eversource Energy,2020,March,3508,100000,0.03508
Florida,Florida City Gas,2020,March,137,100000,0.00137
Florida,Florida Power & Light Company,2020,March,31697,100000,0.31697
Florida,Duke Energy,2020,March,5124,100000,0.05124
Florida,Gulf Power,2020,March,0,100000,0
Florida,Florida Public Utilities,2020,March,62,100000,0.00062
Florida,Tampa Electric Company,2020,March,4544,100000,0.04544
Florida,Peoples Gas System's,2020,March,661,100000,0.00661
Illinois,Ameren Illinois,2020,March,0,100000,0
Illinois,MidAmerican Energy Company,2020,March,0,100000,0
Illinois,Commonwealth Edison,2020,March,0,100000,0
Indiana,Vectren North,2020,March,936,100000,0.00936
Indiana,Vectren South,2020,March,504,100000,0.00504
Indiana,"Duke Energy Indiana, LLC",2020,March,2302,100000,0.02302
Indiana,Indiana Michigan Power Company,2020,March,1432,100000,0.01432
Indiana,Indianapolis Power & Light Company,2020,March,2721,100000,0.02721
Indiana,Northern Indiana Public Service Company,2020,March,862,100000,0.00862
Iowa,MidAmerican Energy Company,2020,March,441,100000,0.00441
Iowa,MidAmerican Energy Company,2020,March,92,100000,0.00092
Iowa,Interstate Power and Light,2020,March,610,100000,0.0061
Iowa,Interstate Power and Light,2020,March,30,100000,0.0003
Iowa,Black Hills Energy,2020,March,35,100000,0.00035
Iowa,Liberty Utilities,2020,March,30,100000,0.0003
Kansas,Atmos Energy Corporation,2020,March,21,100000,0.00021
Maryland,A&N Electric Cooperatve,2020,March,0,100000,0
Maryland,Baltimore Gas and Electric Company,2020,March,1517,100000,0.01517
Maryland,Delmarva Power,2020,March,545,100000,0.00545
Maryland,Pepco Holdings Inc,2020,March,1935,100000,0.01935
Maryland,Potomac Edison,2020,March,10,100000,0.0001
Maryland,UGI Central Penn Gas,2020,March,0,100000,0
Maryland,Washington Gas Light Company,2020,March,80,100000,0.0008
Maryland,Columbia Gas Of Maryland,2020,March,1,100000,0.00001
Maryland,Choptank Electric Coop,2020,March,105,100000,0.00105
Massachusetts,Nstar Electric Company - Eastern MA,2020,March,489,100000,0.00489
Massachusetts,Nstar Electric Company - Western MA,2020,March,322,100000,0.00322
Massachusetts,Nstar Gas Company,2020,March,0,100000,0
Massachusetts,Eversource Gas of Massachusetts,2020,March,2,100000,0.00002
Massachusetts,New England Natural Gas Company,2020,March,1,100000,0.00001
Massachusetts,Fitchburg Gas & Electric Light Company,2020,March,0,100000,0
Massachusetts,Fitchburg Gas & Electric Light Company,2020,March,0,100000,0
Massachusetts,Massachusetts Electric Company,2020,March,0,100000,0
Massachusetts,Boston Gas Company,2020,March,119,100000,0.00119
Massachusetts,Nantucket Electric Company,2020,March,0,100000,0
Massachusetts,Colonial Gas Co,2020,March,2,100000,0.00002
Massachusetts,Berkshire Gas Company,2020,March,0,100000,0
Minnesota,Northern States Power Company,2020,March,592,100000,0.00592
Minnesota,Minnesota Energy Resources,2020,March,106,100000,0.00106
Minnesota,Otter Tail Power Company,2020,March,12,100000,0.00012
Minnesota,Minnesota Power,2020,March,27,100000,0.00027
Minnesota,Dakota Electric Association,2020,March,15,100000,0.00015
Minnesota,CenterPoint Energy,2020,March,380,100000,0.0038
Missouri,Ameren Missouri,2020,March,3943,100000,0.03943
Missouri,Ameren Missouri,2020,March,79,100000,0.00079
Missouri,Empire,2020,March,86,100000,0.00086
Missouri,Empire,2020,March,0,100000,0
Missouri,Evergy Metro,2020,March,92,100000,0.00092
Missouri,Evergy West,2020,March,50,100000,0.0005
Missouri,Spire,2020,March,3030,100000,0.0303
Missouri,Summit,2020,March,88,100000,0.00088
Missouri,Liberty,2020,March,275,100000,0.00275
New Hampshire,Northern Utilities,2020,March,2,100000,0.00002
New Hampshire,Granite State Electric,2020,March,1,100000,0.00001
New Hampshire,Eversource New Hampshire,2020,March,75,100000,0.00075
New Hampshire,Unitil Energy Systems,2020,March,1,100000,0.00001
New Hampshire,EnergyNorth Natural Gas,2020,March,7,100000,0.00007
New York,National Fuel Gas Distribution Corporation,2020,March,0,100000,0
New York,Orange and Rockland Utilities,2020,March,259,100000,0.00259
New York,Niagara Mohawk Power Corp,2020,March,258,100000,0.00258
New York,KeySpan Energy Delivery Long Island (KEDLI),2020,March,147,100000,0.00147
New York,KeySpan Energy Delivery New York (KEDNY),2020,March,613,100000,0.00613
New York,Consolidated Edison Company of New York,2020,March,4084,100000,0.04084
New York,Rochester Gas and Electric Corporation,2020,March,614,100000,0.00614
New York,New York State Electric & Gas Corporation,2020,March,747,100000,0.00747
New York,Central Hudson Gas & Electric Corporation,2020,March,169,100000,0.00169
North Carolina,"Duke Energy Progress, LLC",2020,March,4021,100000,0.04021
North Carolina,"Duke Energy Carolinas, LLC",2020,March,5979,100000,0.05979
North Carolina,Dominion Energy North Carolina,2020,March,0,100000,0
North Carolina,"Piedmont Natural Gas Company, Inc",2020,March,1112,100000,0.01112
North Carolina,Toccoa Natural Gas,2020,March,0,100000,0
North Carolina,Frontier Natural Gas,2020,March,0,100000,0
North Carolina,New River Light & Power Company,2020,March,11,100000,0.00011
North Dakota,Montana-Dakota Utilities Company,2020,March,52,100000,0.00052
North Dakota,Northern States Power Company,2020,March,35,100000,0.00035
North Dakota,Otter Tail Power Company,2020,March,40,100000,0.0004
North Dakota,Great Plains Natural Gas Co.,2020,March,1,100000,0.00001
Oregon,Pacific Power,2020,March,255,100000,0.00255
Oregon,Portland General Electric Company,2020,March,238,100000,0.00238
Oregon,Idaho Power Company,2020,March,3,100000,0.00003
Oregon,Casade Natural Gas Corporation,2020,March,44,100000,0.00044
Oregon,Avista Corporation,2020,March,77,100000,0.00077
Oregon,Northwest Natural Gas Company,2020,March,486,100000,0.00486
Pennsylvania,PPL Electric Utilities Corporation,2020,March,0,100000,0
Rhode Island,The Narragansett Electric Company,2020,March,7,100000,0.00007
Rhode Island,The Narragansett Electric Company,2020,March,17,100000,0.00017
South Carolina,Lockhart Power Co,2020,March,24,100000,0.00024
South Carolina,"Duke Energy Progress, LLC",2020,March,696,100000,0.00696
South Carolina,"Duke Energy Carolinas, LLC",2020,March,6132,100000,0.06132
South Carolina,"Piedmont Natural Gas Company, Inc",2020,March,250,100000,0.0025
South Carolina,Dominion Energy,2020,March,742,100000,0.00742
Utah,Rocky Mountain Power,2020,March,99,100000,0.00099
Vermont,Green Mountain Power,2020,March,100,100000,0.001
Vermont,Vermont Electric Cooperative,2020,March,15,100000,0.00015
Vermont,Swanton Village,2020,March,3,100000,0.00003
Vermont,Village of Morrisville Water & Light Department,2020,March,3,100000,0.00003
Vermont,Burlington Electric,2020,March,15,100000,0.00015
Vermont,Village of Johnson Water & Light,2020,March,0,100000,0
Vermont,Washington Electric Cooperative,2020,March,1,100000,0.00001
Vermont,Village of Enosburg Falls Water & Lighter Dept Inc,2020,March,4,100000,0.00004
Vermont,Northfield Electric Department,2020,March,0,100000,0
"Washington, D.C.",Potomac Electric Power Company,2020,March,884,100000,0.00884
"Washington, D.C.",Washington Gas Light Company,2020,March,249,100000,0.00249
Washington,Pacific Power & Light Company,2020,March,32,100000,0.00032
Washington,Cascade Natural Gas Corp,2020,March,0,100000,0
Washington,Northwest Natural Gas Company,2020,March,0,100000,0
Washington,Avista Utilities,2020,March,761,100000,0.00761
Maine,Kennebunk Light & Power District,2020,March,0,100000,0
Maine,Fox Islands Electric Cooperative,2020,March,0,100000,0
Maine,"Town of Madison, Dept of Electric Works",2020,March,0,100000,0
Maine,"Eastern Maine Electric Cooperative, Inc",2020,March,0,100000,0
Maine,Van Buren Light & Power,2020,March,0,100000,0
Maine,Houlton Water Company,2020,March,0,100000,0
Kentucky,Kentucky Power Company,2020,March,455,100000,0.00455
Kentucky,Duke Energy Kentucky Inc,2020,March,0,100000,0
Kentucky,Duke Energy Kentucky Inc,2020,March,0,100000,0
Kentucky,Louisville Gas and Electric,2020,March,2676,100000,0.02676
Kentucky,Louisville Gas and Electric,2020,March,119,100000,0.00119
Kentucky,"Columbia Gas of Kentucky, Inc",2020,March,317,100000,0.00317
Kentucky,Kentucky Utilities Company,2020,March,3083,100000,0.03083
Arizona,Tuscon Electric Power,2020,April,0,100000,0
Arizona,UNS Electric,2020,April,0,100000,0
Arizona,Arizona Public Service Company,2020,April,0,100000,0
California,Southern California Gas Company,2020,April,0,100000,0
California,Southern California Edison Company,2020,April,0,100000,0
California,Pacific Gas and Electric Company,2020,April,0,100000,0
California,San Diego Gas & Electric,2020,April,0,100000,0
Colorado,"Black Hills Colorado Electric, LLC",2020,April,0,100000,0
Colorado,"Black Hills Colorado Gas, Inc",2020,April,1,100000,0.00001
Colorado,Public Service Company of Colorado,2020,April,0,100000,0
Colorado,Public Service Company of Colorado,2020,April,0,100000,0
Colorado,Atmos Energy,2020,April,0,100000,0
Connecticut,Connecticut Natural Gas Corporation,2020,April,0,100000,0
Connecticut,The Southern Connecticut Gas Company,2020,April,0,100000,0
Connecticut,The United Illuminating Company,2020,April,7,100000,0.00007
Connecticut,Yankee Gas Services,2020,April,0,100000,0
